     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata
    732658,      1011,         0,    22.7,internal_correlated,375054032dc111d6f3ffd65f90b6eddc4f49c8f8b2730c888b24710b0b7dba8a,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.0003,""r"":21}"
    206315,      1010,         0,    11.1,internal_correlated,9b75533d3ecbedef72b32f7ed3872df860cc6d8e1181ba24526538ff9507c03f,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.0005,""r"":21}"
    706466,      1037,         0,    25.3,internal_correlated,5161f61032e752339e24346af17a8e013b7acca3976f295e571b725e2186ecf4,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.0005,""r"":21}"
     58475,      1005,         0,    5.71,internal_correlated,078d6a05d51c60f8565baa0eb3b9ad38d9bf34e364cb29a8eceae3b6f91781b0,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.0008,""r"":21}"
     93661,      1012,         0,    6.40,internal_correlated,3826fe93ab14a351f5aff79ed8b64184e3bdbab2541eda920aabf2cc687243da,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.0008,""r"":21}"
      4077,      1007,         0,    2.06,internal_correlated,26917d18aef0808e87a607709fd6576b945307792836617e89ff35ec58aa2e8f,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.002,""r"":21}"
     41021,      1013,         0,    5.66,internal_correlated,8562ed0f0ef7f5564c4fcbe5aa21bb2219f527adce56b78f8eb6caa98abc811e,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.001,""r"":21}"
     33692,      1026,         0,    4.56,internal_correlated,483a808df6a98bf05c785cdcaa3a71f5c0eda59cbf1900eed70de24c61e285e1,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.001,""r"":21}"
      5902,      1062,         0,    2.22,internal_correlated,831d043ddc5b0cfc3e723e81ef59e2a55e90922ddd8f2d43ca9d323fd3e0231b,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.002,""r"":21}"
      2218,      1019,         0,    1.72,internal_correlated,de2669f73319a49be63db0fadf19029eccebfb635b35f88007b088bdc77a5e86,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.003,""r"":21}"
      2777,      1050,         0,    2.35,internal_correlated,b44bc093f12fa72558b44019e9924753be010e0b04614b69afd742e56de6ec31,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.003,""r"":21}"
      2076,      1029,         0,    2.33,internal_correlated,5e9a7ed69e55fd4ae943d4e0ddc3d2cf8804be1a7e7492e7c2f338172655d19c,"{""b"":""X"",""d"":7,""g"":""cx"",""p"":0.005,""r"":21}"
      2073,      1020,         0,    3.25,internal_correlated,e6dc25910c08da55313732cd12f63db0fae3f5c07dd90f25128bbd14d198b582,"{""b"":""Z"",""d"":7,""g"":""cx"",""p"":0.005,""r"":21}"
